id,species,margin1,margin2,margin3,margin4,margin5,margin6,margin7,margin8,margin9,margin10,margin11,margin12,margin13,margin14,margin15,margin16,margin17,margin18,margin19,margin20,margin21,margin22,margin23,margin24,margin25,margin26,margin27,margin28,margin29,margin30,margin31,margin32,margin33,margin34,margin35,margin36,margin37,margin38,margin39,margin40,margin41,margin42,margin43,margin44,margin45,margin46,margin47,margin48,margin49,margin50,margin51,margin52,margin53,margin54,margin55,margin56,margin57,margin58,margin59,margin60,margin61,margin62,margin63,margin64,shape1,shape2,shape3,shape4,shape5,shape6,shape7,shape8,shape9,shape10,shape11,shape12,shape13,shape14,shape15,shape16,shape17,shape18,shape19,shape20,shape21,shape22,shape23,shape24,shape25,shape26,shape27,shape28,shape29,shape30,shape31,shape32,shape33,shape34,shape35,shape36,shape37,shape38,shape39,shape40,shape41,shape42,shape43,shape44,shape45,shape46,shape47,shape48,shape49,shape50,shape51,shape52,shape53,shape54,shape55,shape56,shape57,shape58,shape59,shape60,shape61,shape62,shape63,shape64,texture1,texture2,texture3,texture4,texture5,texture6,texture7,texture8,texture9,texture10,texture11,texture12,texture13,texture14,texture15,texture16,texture17,texture18,texture19,texture20,texture21,texture22,texture23,texture24,texture25,texture26,texture27,texture28,texture29,texture30,texture31,texture32,texture33,texture34,texture35,texture36,texture37,texture38,texture39,texture40,texture41,texture42,texture43,texture44,texture45,texture46,texture47,texture48,texture49,texture50,texture51,texture52,texture53,texture54,texture55,texture56,texture57,texture58,texture59,texture60,texture61,texture62,texture63,texture64
730,Quercus_Nigra,3.125,78.125,23.438,11.719,0,56.641,23.438,0,0,17.578,72.266,3.906,64.453,0,1.953,0,11.719,625,11.719,23.438,5.859,1.953,0,5.859,0,21.484,0,1.953,56.641,1.953,1.953,1.953,42.969,0,13.672,7.812,17.578,11.719,5.859,1.953,0,3.125,11.719,5.859,35.156,0,1.953,37.109,0,7.812,41.016,0,3.125,0,15.625,1.953,15.625,17.578,29.297,0,0,0,21.484,0,11.535,10.801,10.105,93.633,86.222,79.525,72.625,65.066,59.215,52.852,47.393,41.771,37.535,33.878,32.434,32.034,35.152,37.919,41.658,45.167,50.597,56.372,61.545,67.422,73.342,76.988,83.464,87.848,91.647,97.056,10.348,10.811,11.222,10.782,10.285,98.758,92.103,85.998,80.497,74.664,68.732,61.708,56.764,51.879,4.505,40.769,36.553,33.721,32.506,32.763,34.904,38.682,42.672,4.829,54.182,60.302,66.596,73.643,80.632,87.193,94.923,10.334,11.175,11.775,3.906,10.742,3.418,0,51.758,5.859,11.719,50.781,12.695,977,0,20.508,3.125,17.578,0,17.578,12.695,53.711,8.789,30.273,0,9.766,22.461,0,977,0,0,47.852,19.531,29.297,14.648,8.789,0,19.531,29.297,293,0,48.828,1.953,0,0,10.742,293,0,3.125,48.828,27.344,47.852,9.766,17.578,0,26.367,1.953,11.719,16.602,0,61.523,0,6.836,0,0,0,38.086,9.766
732,Olea_Europaea,9.766,9.766,11.719,64.453,0,35.156,13.672,0,0,33.203,23.438,1.953,5.859,1.953,0,0,15.625,39.062,5.859,41.016,0,0,0,0,1.953,19.531,0,7.812,15.625,11.914,0,0,37.109,0,3.125,13.672,50.781,5.859,0,0,7.812,25.391,13.672,23.438,72.266,0,0,0,1.953,0,3.906,0,1.953,0,0,1.953,60.547,68.359,48.828,9.766,0,0,44.922,0,42.704,43.497,41.959,41.642,41.515,45.288,46.207,46.926,48.466,50.089,52.168,52.949,53.577,53.783,55.736,60.761,56.936,55.558,54.749,53.924,53.386,51.968,48.097,47.811,46.049,45.138,43.906,39.376,41.095,42.046,42.479,42.342,4.135,43.578,45.296,43.719,43.825,45.709,43.631,46.398,47.589,49.059,4.979,52.208,53.885,55.706,58.344,58.891,57.076,55.122,53.083,52.972,49.885,50.048,46.789,48.389,4.545,46.723,44.202,44.441,45.837,43.271,41.353,37.578,20.801,293,0,17.578,5.859,0,41.016,0,0,2.832,0,0,0,0,0,0,0,1.953,42.969,22.461,0,0,0,0,13.672,0,73.242,19.531,0,0,0,0,4.883,16.113,0,0,1.953,26.367,40.039,36.133,5.859,0,0,61.523,18.555,3.418,15.625,977,0,0,0,0,11.719,7.812,32.227,0,23.438,0,3.906,0,0,0,0,36.133
733,Quercus_Ilex,13.672,9.766,60.547,44.922,1.953,25.391,15.625,0,7.812,33.203,39.062,1.953,19.531,1.953,1.953,0,27.344,50.781,11.719,3.125,1.953,0,0,0,1.953,25.391,0,5.859,50.781,37.109,0,0,48.828,0,15.625,3.125,19.531,15.625,3.906,0,1.953,25.391,7.812,13.672,50.781,0,3.906,0,0,0,29.297,0,19.531,3.906,0,0,29.297,52.734,39.062,3.906,0,0,625,0,6.166,60.017,66.239,65.526,62.983,62.898,68.379,6.636,62.755,63.085,65.715,67.903,65.546,63.375,62.605,69.455,76.892,80.785,7.331,6.577,6.447,65.943,67.001,67.664,65.431,65.346,66.854,69.024,71.252,67.985,6.332,61.459,61.066,6.344,63.438,56.126,53.694,56.055,59.054,62.778,60.157,54.841,58.496,63.803,62.615,67.228,70.667,74.458,80.492,8.515,78.342,71.086,67.283,67.969,62.416,58.933,63.415,65.964,60.966,56.267,53.698,5.489,61.542,63.821,0,0,0,0,0,0,0,0,977,0,11.231,0,0,1.953,20.508,0,293,0,27.344,0,0,22.461,0,41.992,0,24.316,0,0,15.625,0,10.742,4.883,9.766,0,0,0,11.328,0,0,1.953,0,0,0,0,0,0,0,0,293,13.672,10.156,0,4.883,24.414,0,8.789,0,16.602,0,25.391,0,17.188,0,0
737,Cornus_Chinensis,50.781,95.703,11.719,1.953,1.953,11.914,11.719,0,7.812,35.156,64.453,1.953,10.938,3.906,0,0,3.125,35.156,3.906,11.719,0,0,0,0,1.953,1.953,0,1.953,27.344,5.859,0,1.953,29.297,0,52.734,23.438,15.625,11.719,0,1.953,0,21.484,1.953,1.953,9.766,0,1.953,0,0,0,72.266,0,3.906,0,0,0,9.766,33.203,5.859,5.859,0,0,54.688,3.906,97.328,91.859,89.977,86.618,79.675,73.466,69.437,63.358,5.554,52.487,49.263,43.758,40.893,43.317,44.698,46.849,48.992,438,49.168,56.219,5.787,54.263,5.861,63.299,61.909,6.006,65.778,64.049,63.583,70.557,75.112,78.653,79.671,74.502,7.268,69.688,64.174,64.755,59.348,56.251,61.704,63.415,58.812,53.513,51.815,58.436,54.522,50.847,49.305,44.465,4.073,39.029,39.038,46.621,51.715,55.176,59.245,63.563,69.638,76.944,83.759,90.727,91.622,95.294,10.742,1.953,9.766,4.883,17.578,0,8.789,12.695,977,3.418,91.797,0,5.859,7.812,0,14.648,977,1.953,40.039,293,15.625,26.367,3.906,977,977,46.875,30.273,8.789,9.766,10.742,14.648,3.906,13.672,16.602,6.836,6.836,8.789,36.133,16.602,16.602,9.766,7.812,24.414,78.125,4.883,23.438,26.367,6.836,9.766,4.883,61.523,17.578,3.906,2.832,20.508,14.648,4.883,0,5.859,0,0,5.957,7.812,16.602
738,Alnus_Sieboldiana,5.859,7.812,33.203,3.906,11.719,33.203,7.812,0,5.859,9.766,7.812,19.531,5.859,3.125,33.203,0,1.953,5.859,3.906,7.812,48.828,37.109,0,3.906,23.438,27.344,42.969,5.859,5.859,9.766,19.531,44.922,5.859,0,3.906,1.953,21.484,58.594,35.156,15.625,7.812,0,15.625,17.578,5.859,13.672,52.734,25.391,46.875,13.672,3.906,7.812,13.672,17.578,3.906,9.766,11.719,3.906,9.766,0,5.859,27.344,11.719,25.391,98.475,91.926,86.007,81.742,7.731,7.269,68.516,64.197,6.056,56.706,53.241,50.341,48.162,46.527,45.973,45.536,46.443,47.737,49.848,51.954,54.499,57.737,61.834,66.085,70.971,76.236,82.296,88.501,95.128,10.231,10.923,11.643,11.836,11.153,10.473,97.784,91.385,85.255,79.147,73.678,68.214,6.351,58.951,55.115,51.579,49.624,48.027,47.053,46.805,46.961,47.841,49.449,50.738,52.559,55.113,58.217,61.471,65.379,6.946,73.609,784,83.107,8.943,96.207,0,0,0,5.859,0,0,977,0,0,0,53.711,0,293,5.859,97.656,16.602,0,0,1.953,1.953,0,24.414,0,0,0,10.742,0,0,8.789,3.906,1.953,3.418,1.953,0,977,0,977,0,977,293,0,8.789,977,0,0,0,4.883,0,19.531,5.859,39.063,15.625,14.648,1.953,0,19.238,977,25.391,977,4.883,0,25.391,7.812,0
740,Populus_Adenopoda,5.859,7.812,17.578,74.219,3.906,1.953,66.406,5.859,1.953,54.688,13.672,1.953,19.531,0,0,0,37.109,27.344,3.906,29.297,3.906,0,0,9.766,0,625,0,7.812,41.016,48.828,1.953,0,27.344,3.906,29.297,3.125,37.109,7.812,3.906,0,1.953,21.484,5.859,19.531,41.016,0,5.859,1.953,0,3.906,19.531,0,25.391,0,9.766,0,46.875,17.578,44.922,9.766,3.906,0,3.125,0,75.757,77.162,83.669,93.947,89.313,84.555,84.984,8.439,82.237,81.196,81.613,79.861,79.544,78.234,76.988,77.036,76.644,75.173,7.319,72.253,7.036,69.651,69.154,69.122,66.458,66.242,67.144,66.958,67.286,68.959,6.929,70.189,72.724,7.318,76.069,7.792,79.793,82.372,86.222,89.662,92.298,88.896,85.818,82.337,80.697,775,77.454,77.142,73.887,73.289,72.364,70.793,70.056,70.563,69.374,69.449,69.107,69.478,68.319,7.107,72.154,73.409,73.627,74.986,0,977,0,977,0,977,0,0,15.625,0,4.883,0,0,0,0,0,11.719,0,0,0,0,0,0,64.453,0,36.133,0,0,9.766,1.953,11.719,0,13.672,0,0,0,49.023,0,0,3.906,1.953,0,977,0,0,0,0,0,3.906,8.789,0,0,625,977,0,0,0,625,3.906,17.871,0,8.789,0,0
741,Sorbus_Aria,9.766,11.719,19.531,3.906,25.391,1.953,35.156,0,5.859,27.344,17.578,37.109,5.859,0,37.109,0,19.531,3.906,5.859,9.766,41.016,7.812,0,1.953,13.672,3.125,0,19.531,5.859,21.484,23.438,15.625,7.812,0,13.672,13.672,9.766,33.203,33.203,27.344,23.438,1.953,19.531,15.625,5.859,27.344,56.641,37.109,11.719,19.531,7.812,1.953,23.438,39.062,29.297,17.578,19.531,3.906,11.719,1.953,1.953,0,23.438,1.953,12.631,11.842,10.936,10.051,10.352,97.133,89.219,88.035,84.547,78.014,71.214,65.857,64.509,6.088,57.161,51.819,54.951,52.873,51.399,54.776,60.185,62.066,68.296,73.299,77.268,80.747,86.101,9.259,99.478,10.581,11.058,11.739,12.685,12.379,11.507,10.771,101,94.697,87.853,82.492,76.798,71.368,67.114,63.165,5.644,53.755,54.607,55.229,55.904,49.807,47.639,51.311,51.131,60.907,63.757,71.782,80.013,86.847,87.684,95.579,1.034,10.771,11.308,12.147,0,0,0,0,0,977,0,0,27.344,0,80.078,0,0,3.418,977,0,11.719,0,0,0,0,5.957,0,1.953,0,14.453,0,0,125,0,19.531,0,0,0,0,0,21.484,0,0,0,0,6.836,0,0,0,0,0,0,22.461,15.039,21.484,0,16.602,293,0,293,0,14.355,1.953,2.832,0,75.195,0,0
742,Quercus_Brantii,3.906,13.672,50.781,1.953,1.953,9.766,23.438,0,5.859,11.719,11.719,27.344,23.438,0,25.391,0,21.484,7.812,0,23.438,76.172,1.953,0,0,0,21.484,1.953,9.766,17.578,5.859,9.766,0,33.203,0,1.953,1.953,21.484,54.688,9.766,11.719,0,7.812,66.406,1.953,13.672,7.812,50.781,70.312,0,625,11.719,0,48.828,0,39.062,13.672,13.672,11.719,17.578,3.906,0,0,13.672,1.953,11.798,11.104,10.287,9.592,92.563,90.097,86.349,82.491,78.174,74.117,7.012,65.711,6.231,59.219,55.977,53.395,50.361,49.803,51.001,5.309,55.094,59.358,6.335,68.444,73.818,80.039,86.514,93.109,99.678,10.659,1.136,12.137,12.826,12.002,11.218,10.473,97.716,90.841,84.391,78.629,73.867,69.184,64.074,60.649,56.883,54.196,5.271,52.121,52.424,53.534,55.839,59.199,62.188,65.904,6.953,7.423,78.293,83.218,8.757,91.234,94.362,97.815,10.407,11.226,25.391,1.953,11.719,30.273,977,8.789,42.969,1.953,10.742,20.508,977,0,4.883,23.438,0,0,3.906,1.953,12.012,6.836,0,0,3.906,293,30.273,4.883,47.852,4.883,9.766,12.695,12.695,0,0,3.906,14.648,0,0,19.531,74.219,39.062,7.812,0,21.484,21.484,7.812,10.742,25.391,0,12.695,8.789,0,1.953,12.695,89.844,977,0,7.812,977,20.508,0,0,0,37.109,11.328
745,Cornus_Chinensis,68.359,80.078,25.391,0,0,10.742,0,0,11.719,33.203,54.688,0,11.328,5.859,0,0,23.438,33.203,7.812,13.672,0,0,0,0,1.953,7.812,0,0,3.125,3.906,0,0,13.672,0,35.156,37.109,7.812,19.531,0,1.953,1.953,15.625,0,0,25.391,0,0,0,0,0,80.078,0,5.859,1.953,0,0,11.719,29.297,7.812,11.719,0,0,68.359,1.953,10.759,10.257,95.782,9.225,85.306,7.804,7.136,65.115,58.717,53.224,50.024,46.201,41.728,39.148,42.801,47.563,51.798,53.228,48.766,51.441,57.159,62.441,64.515,60.636,60.691,65.727,66.834,63.501,68.761,69.761,71.479,74.439,77.102,7.446,68.166,68.831,67.924,62.357,65.908,65.505,62.488,56.749,56.473,59.638,55.632,50.802,4.565,41.627,48.573,49.071,51.132,47.767,46.291,47.831,55.366,59.986,62.614,66.494,71.623,77.871,84.298,9.109,95.425,10.023,11.719,977,8.789,16.602,1.953,0,7.812,977,0,43.945,58.594,0,6.836,4.883,977,9.766,0,4.883,30.273,977,11.719,10.742,977,1.953,19.531,87.891,24.414,8.789,9.766,10.742,8.789,3.906,2.832,4.883,4.883,12.695,33.203,4.883,26.367,15.625,17.578,14.648,17.578,6.543,1.953,38.086,10.742,7.812,7.812,5.859,45.898,16.602,17.578,20.508,1.953,10.742,3.906,3.906,3.906,0,9.766,625,293,72.266
747,Betula_Austrosinensis,1.953,0,7.812,15.625,37.109,0,29.297,0,3.906,9.766,5.859,9.766,0,1.953,13.672,0,21.484,3.906,19.531,5.859,3.906,0,0,5.859,21.484,44.922,15.625,33.203,3.906,37.109,46.875,72.266,15.625,0,1.953,1.953,7.812,13.672,17.578,3.906,80.078,17.578,1.953,33.203,7.812,35.156,7.812,3.906,625,3.906,0,1.953,39.062,41.016,13.672,3.906,15.625,3.906,15.625,52.734,0,7.812,5.859,9.766,58.369,5.747,56.326,55.204,54.225,5.701,57.677,58.178,58.614,61.589,64.055,66.364,68.578,71.552,74.731,77.955,81.042,84.049,85.556,86.171,91.089,98.526,96.323,88.656,82.139,79.386,76.854,74.712,71.393,67.778,63.871,6.217,63.023,60.597,59.954,61.847,57.605,57.392,5.685,53.426,52.176,56.545,62.618,62.076,64.248,67.059,70.677,74.337,78.532,83.634,84.082,87.171,90.092,88.807,8.919,84.556,86.782,8.192,7.895,79.024,7.293,69.029,64.265,6.177,5.859,3.906,7.812,977,54.688,0,16.602,38.086,16.602,0,11.426,6.836,0,43.945,0,0,977,0,20.508,13.672,0,25.391,977,1.953,0,4.883,0,15.625,25.391,3.906,75.195,9.766,0,12.695,6.836,0,0,40.039,3.906,4.883,0,0,293,3.906,293,66.406,30.273,64.453,22.461,17.578,42.969,0,7.812,61.523,24.414,0,5.859,3.906,24.414,0,0,41.016,0,977
748,Magnolia_Salicifolia,44.922,11.133,11.719,3.906,0,14.844,0,0,7.812,19.531,76.172,3.906,13.672,0,0,0,19.531,33.203,1.953,11.719,0,0,0,0,0,7.812,0,1.953,21.484,3.906,0,1.953,54.688,0,9.766,29.297,3.906,7.812,0,0,0,15.625,7.812,0,3.125,0,0,1.953,0,0,76.172,0,3.906,0,0,0,13.672,17.578,21.484,1.953,0,0,35.156,0,25.261,25.603,22.597,25.139,25.755,27.177,28.154,30.112,3.474,41.036,36.651,29.246,22.661,20.444,24.398,30.748,24.685,28.092,33.042,3.248,35.838,41.297,36.855,30.265,24.755,19.263,15.334,86.714,70.475,78.053,13.588,1.656,14.689,23.019,20.604,29.579,32.458,39.736,33.362,30.063,22.186,21.941,18.805,22.175,12.454,7.105,99.628,15.472,20.986,23.394,28.949,36.856,45.158,36.848,31.399,29.993,30.899,33.103,25.533,20.104,24.333,31.833,33.516,28.294,18.555,3.906,8.789,0,57.617,0,12.695,17.578,7.812,0,0,2.334,3.906,29.297,0,0,1.953,0,977,8.789,0,11.719,14.648,977,0,0,977,977,10.742,13.672,18.555,0,0,33.203,16.602,0,0,40.039,1.953,6.836,977,0,977,6.836,3.125,25.391,4.883,22.461,9.766,11.719,0,8.789,0,6.836,2.207,0,44.922,0,4.883,0,0,0,6.836,16.602
749,Magnolia_Salicifolia,625,72.266,13.672,5.859,1.953,14.648,5.859,0,5.859,33.203,27.344,1.953,13.477,0,1.953,0,17.578,21.484,5.859,21.484,0,0,0,0,1.953,13.672,0,3.906,56.641,1.953,0,0,25.391,1.953,19.531,56.641,11.719,1.953,0,0,0,21.484,7.812,0,11.719,0,0,0,0,0,60.547,0,13.672,1.953,0,0,7.812,17.578,11.719,5.859,1.953,0,625,0,33.496,31.187,29.859,3.079,35.929,29.634,25.054,25.778,32.421,41.008,3.671,31.063,28.683,31.004,25.634,28.757,29.574,23.848,25.885,27.811,32.122,33.957,26.166,20.052,23.991,29.102,35.064,27.468,25.251,3.262,34.658,3.469,37.033,42.596,47.738,38.762,33.229,255,26.073,18.404,12.529,16.346,15.772,15.425,23.679,22.766,27.948,3.338,39.506,41.065,34.711,29.963,27.217,28.088,22.866,15.392,21.398,26.654,176,18.907,24.451,29.524,36.323,3.987,32.227,6.836,12.695,0,72.266,0,21.484,8.789,7.812,0,0,26.563,0,36.133,0,0,4.883,0,14.648,13.672,0,18.555,4.883,1.953,0,0,3.906,977,3.906,9.766,17.578,0,0,45.898,17.578,0,0,35.156,293,7.812,0,0,1.953,6.836,15.625,14.648,3.906,3.418,9.766,3.906,0,3.906,0,14.648,18.457,0,23.438,0,5.859,0,0,0,0,8.789
752,Eucalyptus_Glaucescens,21.484,56.641,5.859,48.828,0,12.891,0,0,7.812,5.859,72.266,0,85.938,0,0,0,5.859,35.156,1.953,21.484,0,0,0,0,0,9.766,0,3.906,56.641,3.906,0,0,33.203,1.953,9.766,46.875,1.953,7.812,0,0,0,27.344,1.953,7.812,64.453,0,0,5.859,0,0,46.875,0,1.953,0,5.859,0,25.391,58.594,3.125,0,7.812,0,41.016,0,94.343,87.694,81.958,76.249,71.403,66.453,61.799,57.384,52.522,48.307,44.535,43.343,38.828,37.908,34.303,35.301,34.523,37.175,38.569,42.539,4.521,48.488,53.897,57.928,63.211,67.228,69.849,74.245,79.735,84.152,88.445,93.829,90.483,85.916,80.658,7.639,71.978,69.575,70.165,64.041,60.152,55.021,51.423,47.202,44.684,41.254,39.164,36.143,34.125,32.321,3.328,35.991,37.293,40.653,44.121,48.775,53.419,58.948,63.712,69.905,75.666,8.094,86.286,9.214,71.289,6.836,4.883,22.461,6.836,0,54.688,7.812,5.859,6.836,1.953,3.906,0,0,0,0,6.836,977,70.312,8.789,0,0,21.484,7.812,14.648,977,25.391,977,29.297,0,24.414,0,3.906,70.312,977,0,0,38.086,64.453,55.664,0,0,16.602,22.461,25.391,39.062,19.531,3.906,0,4.883,0,0,22.461,57.617,57.617,0,2.832,0,14.648,0,0,6.836,0,41.992
753,Quercus_Nigra,17.578,85.938,5.859,27.344,0,41.016,11.719,0,1.953,5.859,89.844,0,70.312,1.953,3.906,0,15.625,66.406,3.125,7.812,7.812,0,0,0,0,9.766,0,1.953,74.219,3.906,0,0,23.438,0,5.859,15.625,3.906,11.719,3.906,0,0,52.734,15.625,0,60.547,0,5.859,17.578,0,9.766,41.016,0,5.859,0,7.812,0,3.906,58.594,27.344,5.859,0,0,35.156,5.859,10.696,10.194,9.539,88.625,81.763,75.555,68.892,6.252,5.632,50.501,45.245,39.427,35.493,30.996,27.141,25.339,25.082,27.026,31.183,35.075,40.353,44.256,49.551,5.618,61.784,68.027,74.101,8.119,86.893,91.651,98.158,10.438,10.345,97.522,92.065,88.622,83.398,76.943,71.439,66.858,6.135,55.959,50.687,45.556,41,36.141,32.054,2.862,27.673,27.277,29.454,32.725,36.755,413,46.644,52.795,58.748,64.025,70.284,76.042,82.623,88.812,9.576,10.296,293,7.812,60.547,0,77.148,293,12.695,54.688,293,0,10.742,5.859,42.969,6.836,0,35.156,0,36.133,293,17.578,3.906,625,6.836,0,0,1.953,0,76.172,30.273,27.344,8.789,13.672,0,14.648,41.016,977,0,43.945,0,0,0,15.625,1.953,977,8.789,35.156,14.648,48.828,3.906,18.555,5.859,20.508,0,6.836,25.391,293,16.602,0,9.766,0,0,6.836,38.086,6.836
754,Acer_Platanoids,11.719,13.672,48.828,37.109,5.859,60.547,0,0,37.109,3.906,3.906,9.766,78.125,21.484,3.906,0,3.906,5.859,15.625,3.906,15.625,7.812,5.859,9.766,9.766,3.906,5.859,17.578,12.109,7.812,3.906,0,3.906,0,3.906,17.578,13.672,27.344,0,1.953,0,17.578,17.578,3.906,52.734,1.953,23.438,1.953,0,11.719,48.828,3.906,5.859,7.812,0,0,7.812,23.438,52.734,3.125,1.953,3.906,27.344,11.719,8.412,7.945,74.654,69.983,65.339,60.722,56.104,51.388,46.836,42.284,37.773,33.203,28.725,24.328,20.067,1.605,1.243,98.236,90.854,10.511,13.587,17.323,21.387,25.671,30.082,34.689,39.209,43.771,48.336,52.932,57.615,62.112,63.236,59.415,54.879,50.404,45.892,41.339,36.823,32.169,27.643,23.283,1.908,14.924,1.129,87.458,83.563,10.456,13.994,18.022,22.276,26.683,31.202,35.845,40.431,45.028,49.627,54.363,58.998,63.651,68.331,72.912,77.735,82.427,12.695,0,11.719,10.742,68.359,0,16.602,41.016,0,293,30.273,24.414,0,0,0,0,0,0,11.719,19.531,0,35.156,4.883,293,1.953,9.766,10.742,3.906,26.367,0,17.578,52.734,293,48.828,1.953,0,4.883,27.344,9.766,12.695,1.953,0,3.906,20.508,293,43.945,22.461,41.992,1.953,20.508,47.852,0,5.859,15.625,12.695,43.945,3.906,5.859,2.832,0,0,17.578,0,19.531
755,Quercus_Crassifolia,23.438,27.344,87.891,7.812,1.953,37.109,37.109,0,1.953,21.484,3.125,9.766,80.078,3.906,13.672,0,11.719,13.672,0,7.812,7.812,0,0,1.953,1.953,15.625,0,11.719,27.344,13.672,3.906,0,13.672,0,25.391,17.578,42.969,41.016,11.719,3.906,1.953,3.906,21.484,9.766,3.906,1.953,19.531,33.203,1.953,9.766,19.531,5.859,11.719,1.953,41.016,0,9.766,17.578,25.391,0,0,0,10.156,0,78.861,74.461,69.574,66.865,63.637,59.885,56.093,52.559,49.134,4.609,43.162,40.198,37.292,35.041,33.114,31.732,31.299,31.854,32.567,34.045,35.787,38.284,4.128,44.182,47.512,50.897,5.441,58.264,62.779,67.295,71.814,7.654,77.699,72.988,68.603,65.143,61.249,57.406,53.741,50.298,46.793,43.441,4.049,38.162,35.881,34.074,32.333,32.154,32.299,32.756,33.983,3.576,3.828,40.799,43.576,4.688,50.256,53.593,56.892,60.413,64.249,66.853,69.888,74.996,0,77.148,0,977,0,0,17.578,0,977,0,977,0,0,0,0,0,83.984,3.906,40.039,293,0,0,10.645,6.836,0,10.254,0,0,45.898,0,13.672,0,0,0,0,0,293,977,0,293,0,0,0,0,41.992,0,9.766,0,293,0,0,0,48.828,10.938,0,0,16.602,64.453,49.805,0,0,22.461,0,0
756,Ulmus_Bergmanniana,3.906,0,5.859,9.766,46.875,0,17.578,0,7.812,5.859,0,3.125,0,19.531,37.109,0,3.906,1.953,9.766,9.766,21.484,33.203,0,1.953,21.484,15.625,29.297,33.203,7.812,13.672,50.781,44.922,5.859,0,1.953,1.953,15.625,33.203,27.344,13.672,27.344,1.953,11.719,21.484,7.812,41.016,46.875,33.203,37.109,23.438,0,0,52.734,25.391,19.531,9.766,11.719,1.953,5.859,17.578,0,17.578,0,1.953,48.735,48.667,4.738,50.371,50.927,5.197,5.449,5.703,59.596,65.473,69.253,62.676,58.295,55.353,51.928,51.382,48.401,46.489,45.268,44.643,45.205,42.859,42.371,44.351,45.029,46.849,46.975,49.319,50.947,52.274,5.443,55.155,55.078,56.637,57.214,56.208,56.142,52.329,5.055,50.952,50.937,45.257,4.792,53.972,50.107,44.265,46.564,48.063,50.115,51.324,50.301,49.889,50.617,49.295,49.624,50.823,50.285,49.768,49.324,50.166,49.549,51.055,50.177,50.017,0,1.953,977,75.195,0,977,0,5.859,5.859,3.906,81.055,0,4.883,29.297,0,4.883,0,0,22.461,5.859,0,3.125,1.953,5.859,0,79.102,293,0,49.805,8.789,63.477,1.953,4.883,0,1.953,0,4.883,977,3.906,977,293,20.508,6.543,0,0,0,35.156,0,12.695,49.805,4.883,24.414,625,77.148,0,977,977,5.859,19.531,0,0,9.082,20.508,0
757,Cornus_Controversa,54.688,10.352,13.672,3.906,0,99.609,17.578,0,7.812,29.297,56.641,0,91.797,1.953,5.859,0,19.531,27.344,5.859,5.859,5.859,0,0,1.953,0,15.625,0,0,33.203,7.812,0,1.953,33.203,0,54.688,46.875,11.719,1.953,1.953,0,0,9.766,0,0,17.578,1.953,0,0,0,3.906,58.594,0,13.672,0,3.906,0,23.438,9.766,33.203,13.672,5.859,0,39.062,3.906,96.617,89.149,83.691,81.264,79.018,74.654,70.453,65.389,59.361,53.894,5.026,46.826,42.205,36.222,37.014,37.482,39.212,36.019,39.135,4.345,46.934,46.768,48.112,54.804,59.348,60.343,64.006,70.782,76.633,78.715,82.553,87.136,89.361,89.708,83.581,79.028,77.029,71.837,66.212,6.038,54.219,55.526,52.763,48.253,44.046,39.247,40.024,4.207,41.034,40.603,40.143,41.581,45.884,50.623,53.985,57.001,62.691,6.786,7.213,76.437,79.735,8.263,87.655,95.166,0,72.266,60.547,0,21.484,977,11.719,74.219,22.461,0,0,0,16.602,13.672,0,13.672,38.086,82.031,977,89.844,0,1.953,57.617,0,0,0,0,10.547,18.555,5.859,15.625,0,0,0,21.484,0,0,21.484,0,0,0,7.812,0,0,43.945,4.883,41.992,7.812,8.789,47.852,0,14.648,0,1.953,0,0,26.367,0,12.695,0,0,0,13.672,977
758,Betula_Austrosinensis,1.953,0,25.391,19.531,83.984,0,3.125,0,9.766,11.719,0,0,7.812,1.953,11.719,0,17.578,3.906,11.719,7.812,3.906,1.953,0,1.953,0,29.297,1.953,56.641,5.859,48.828,3.125,39.062,3.906,0,5.859,13.672,5.859,21.484,11.719,13.672,72.266,7.812,0,60.547,0,17.578,21.484,0,35.156,3.906,1.953,3.906,85.938,25.391,44.922,9.766,3.906,3.906,13.672,37.109,0,1.953,1.953,3.906,67.426,6.672,66.578,66.258,64.996,63.161,64.365,65.409,6.543,65.357,64.501,68.697,73.801,78.818,83.364,87.175,94.443,10.238,10.308,94.973,89.541,89.342,86.923,84.067,79.778,75.283,72.489,6.986,68.649,70.251,68.043,67.319,66.848,65.422,65.716,67.695,65.996,67.481,66.186,66.514,70.031,7.017,73.104,72.542,74.704,76.175,78.399,76.362,7.888,77.367,81.929,82.582,80.048,79.219,82.938,80.263,77.862,77.886,7.496,73.221,72.838,73.838,71.802,70.564,3.906,977,7.812,1.953,66.406,0,25.391,2.832,1.953,0,10.156,977,5.859,13.672,0,0,977,293,32.227,11.719,0,33.203,6.836,977,977,13.672,977,0,3.418,9.766,56.641,14.648,0,22.461,5.859,0,0,29.297,1.953,4.883,0,1.953,8.789,1.953,11.719,48.828,38.086,23.438,17.578,23.438,625,37.109,9.766,49.805,21.484,4.883,4.883,7.812,25.391,0,0,49.805,4.883,293
